Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
210-30-7976;B;Mandalay;Member;Female;Fashion accessories;22.32;4;4.464;93.744;03/14/2019;11:16:00;Ewallet;89.28;4.761.904.762;4.464;4.1
605-83-1050;B;Mandalay;Normal;Male;Fashion accessories;27.18;2;2.718;57.078;03/15/2019;16:26:00;Ewallet;54.36;4.761.904.762;2.718;4.3
499-27-7781;B;Mandalay;Normal;Female;Food and beverages;53.21;8;21.284;446.964;03/14/2019;16:45:00;Ewallet;425.68;4.761.904.762;21.284;5.0
427-45-9297;B;Mandalay;Member;Female;Home and lifestyle;40.73;7;142.555;2.993.655;03/12/2019;11:01:00;Ewallet;285.11;4.761.904.762;142.555;5.4
825-94-5922;B;Mandalay;Normal;Male;Sports and travel;25.31;2;2.531;53.151;03/02/2019;19:26:00;Ewallet;50.62;4.761.904.762;2.531;7.2
303-96-2227;B;Mandalay;Normal;Female;Home and lifestyle;97.38;10;48.69;1022.49;03/02/2019;17:16:00;Ewallet;973.8;4.761.904.762;48.69;4.4
333-73-7901;C;Naypyitaw;Normal;Female;Health and beauty;54.92;8;21.968;461.328;03/23/2019;13:24:00;Ewallet;439.36;4.761.904.762;21.968;7.6
829-49-1914;C;Naypyitaw;Member;Female;Food and beverages;78.31;10;39.155;822.255;03/05/2019;16:24:00;Ewallet;783.1;4.761.904.762;39.155;6.6
483-71-1164;C;Naypyitaw;Normal;Female;Health and beauty;81.3;6;24.39;512.19;03/08/2019;16:43:00;Ewallet;487.8;4.761.904.762;24.39;5.3
821-07-3596;C;Naypyitaw;Normal;Female;Fashion accessories;16.45;4;3.29;69.09;03/07/2019;14:53:00;Ewallet;65.8;4.761.904.762;3.29;5.6
835-16-0096;C;Naypyitaw;Member;Male;Sports and travel;14.7;5;3.675;77.175;03/24/2019;13:48:00;Ewallet;73.5;4.761.904.762;3.675;8.5
730-70-9830;C;Naypyitaw;Normal;Female;Home and lifestyle;70.11;6;21.033;441.693;03/14/2019;17:54:00;Ewallet;420.66;4.761.904.762;21.033;5.2
266-76-6436;C;Naypyitaw;Member;Female;Food and beverages;38.6;3;5.79;121.59;03/28/2019;13:57:00;Ewallet;115.8;4.761.904.762;5.79;7.5
751-69-0068;C;Naypyitaw;Normal;Male;Sports and travel;99.24;9;44.658;937.818;03/19/2019;19:09:00;Ewallet;893.16;4.761.904.762;44.658;9.0
598-47-9715;C;Naypyitaw;Normal;Male;Electronic accessories;84.07;4;16.814;353.094;03/07/2019;16:54:00;Ewallet;336.28;4.761.904.762;16.814;4.4
236-27-1144;C;Naypyitaw;Normal;Female;Food and beverages;16.31;9;73.395;1.541.295;03/26/2019;10:31:00;Ewallet;146.79;4.761.904.762;73.395;8.4
373-09-4567;C;Naypyitaw;Normal;Male;Food and beverages;77.56;10;38.78;814.38;03/14/2019;20:35:00;Ewallet;775.6;4.761.904.762;38.78;6.9
155-45-3814;C;Naypyitaw;Member;Female;Electronic accessories;88.55;8;35.42;743.82;03/19/2019;15:29:00;Ewallet;708.4;4.761.904.762;35.42;4.7
728-88-7867;C;Naypyitaw;Member;Female;Home and lifestyle;75.53;4;15.106;317.226;03/19/2019;15:52:00;Ewallet;302.12;4.761.904.762;15.106;8.3
324-41-6833;C;Naypyitaw;Member;Female;Electronic accessories;30.2;8;12.08;253.68;03/03/2019;19:30:00;Ewallet;241.6;4.761.904.762;12.08;5.1
584-66-4073;C;Naypyitaw;Normal;Male;Fashion accessories;56.5;1;2.825;59.325;03/13/2019;15:45:00;Ewallet;56.5;4.761.904.762;2.825;9.6
137-74-8729;C;Naypyitaw;Normal;Female;Fashion accessories;12.19;8;4.876;102.396;03/13/2019;12:47:00;Ewallet;97.52;4.761.904.762;4.876;6.8
500-02-2261;C;Naypyitaw;Normal;Female;Food and beverages;57.29;6;17.187;360.927;03/21/2019;17:04:00;Ewallet;343.74;4.761.904.762;17.187;5.9
829-34-3910;A;Yangon;Normal;Female;Health and beauty;71.38;10;35.69;749.49;03/29/2019;19:21:00;Cash;713.8;4.761.904.762;35.69;5.7
106-35-6779;A;Yangon;Member;Male;Home and lifestyle;44.34;2;4.434;93.114;03/27/2019;11:26:00;Cash;88.68;4.761.904.762;4.434;5.8
212-62-1842;A;Yangon;Normal;Male;Food and beverages;58.26;6;17.478;367.038;03/28/2019;16:44:00;Cash;349.56;4.761.904.762;17.478;9.9
802-70-5316;A;Yangon;Member;Female;Sports and travel;92.13;6;27.639;580.419;03/06/2019;20:34:00;Cash;552.78;4.761.904.762;27.639;8.3
290-68-2984;A;Yangon;Normal;Male;Home and lifestyle;23.75;4;4.75;99.75;03/16/2019;11:22:00;Cash;95.0;4.761.904.762;4.75;5.2
286-01-5402;A;Yangon;Normal;Female;Sports and travel;40.23;7;140.805;2.956.905;03/30/2019;13:22:00;Cash;281.61;4.761.904.762;140.805;9.6
423-64-4619;A;Yangon;Member;Female;Health and beauty;15.55;9;69.975;1.469.475;03/07/2019;13:12:00;Cash;139.95;4.761.904.762;69.975;5.0
815-11-1168;A;Yangon;Member;Male;Food and beverages;99.78;5;24.945;523.845;03/09/2019;19:09:00;Cash;498.9;4.761.904.762;24.945;5.4
531-80-1784;A;Yangon;Normal;Male;Electronic accessories;26.02;7;9.107;191.247;03/28/2019;17:38:00;Cash;182.14;4.761.904.762;9.107;5.1
676-39-6028;A;Yangon;Member;Female;Electronic accessories;64.44;5;16.11;338.31;03/30/2019;17:04:00;Cash;322.2;4.761.904.762;16.11;6.6
134-75-2619;A;Yangon;Member;Male;Electronic accessories;19.32;7;6.762;142.002;03/25/2019;18:51:00;Cash;135.24;4.761.904.762;6.762;6.9
278-86-2735;A;Yangon;Normal;Female;Food and beverages;52.34;3;7.851;164.871;03/27/2019;14:03:00;Cash;157.02;4.761.904.762;7.851;9.2
436-54-4512;A;Yangon;Member;Female;Food and beverages;91.61;1;45.805;961.905;03/20/2019;19:44:00;Cash;91.61;4.761.904.762;45.805;9.8
805-86-0265;A;Yangon;Normal;Male;Home and lifestyle;93.96;9;42.282;887.922;03/20/2019;11:32:00;Cash;845.64;4.761.904.762;42.282;9.8
220-68-6701;A;Yangon;Normal;Female;Home and lifestyle;77.47;4;15.494;325.374;03/17/2019;16:36:00;Cash;309.88;4.761.904.762;15.494;4.2
276-75-6884;A;Yangon;Normal;Female;Health and beauty;68.71;3;103.065;2.164.365;03/04/2019;10:05:00;Cash;206.13;4.761.904.762;103.065;8.7
748-45-2862;A;Yangon;Member;Female;Home and lifestyle;28.31;4;5.662;118.902;03/07/2019;18:35:00;Cash;113.24;4.761.904.762;5.662;8.2
749-81-8133;A;Yangon;Normal;Female;Fashion accessories;94.67;4;18.934;397.614;03/11/2019;12:04:00;Cash;378.68;4.761.904.762;18.934;6.8
333-23-2632;A;Yangon;Member;Male;Health and beauty;10.08;7;3.528;74.088;03/28/2019;20:14:00;Cash;70.56;4.761.904.762;3.528;4.2
221-25-5073;A;Yangon;Normal;Female;Food and beverages;74.66;4;14.932;313.572;03/04/2019;10:39:00;Cash;298.64;4.761.904.762;14.932;8.5
777-82-7220;B;Mandalay;Member;Male;Home and lifestyle;30.12;8;12.048;253.008;03/03/2019;13:01:00;Cash;240.96;4.761.904.762;12.048;7.7
733-01-9107;B;Mandalay;Normal;Male;Home and lifestyle;82.7;6;24.81;521.01;03/05/2019;18:14:00;Cash;496.2;4.761.904.762;24.81;7.4
542-41-0513;B;Mandalay;Member;Female;Electronic accessories;57.49;4;11.498;241.458;03/15/2019;11:57:00;Cash;229.96;4.761.904.762;11.498;6.6
560-30-5617;B;Mandalay;Normal;Female;Sports and travel;24.77;5;61.925;1.300.425;03/24/2019;18:27:00;Cash;123.85;4.761.904.762;61.925;8.5
655-85-5130;B;Mandalay;Member;Female;Fashion accessories;38.3;4;7.66;160.86;03/13/2019;19:22:00;Cash;153.2;4.761.904.762;7.66;5.7
578-80-7669;B;Mandalay;Normal;Male;Sports and travel;74.97;1;37.485;787.185;03/16/2019;16:58:00;Cash;74.97;4.761.904.762;37.485;5.6
346-12-3257;B;Mandalay;Member;Male;Electronic accessories;19.24;9;8.658;181.818;03/04/2019;16:28:00;Cash;173.16;4.761.904.762;8.658;8.0
731-59-7531;B;Mandalay;Member;Male;Health and beauty;72.57;8;29.028;609.588;03/30/2019;17:58:00;Cash;580.56;4.761.904.762;29.028;4.6
282-35-2475;B;Mandalay;Normal;Female;Sports and travel;93.31;2;9.331;195.951;03/25/2019;17:53:00;Cash;186.62;4.761.904.762;9.331;6.3
174-75-0888;B;Mandalay;Normal;Male;Electronic accessories;21.58;9;9.711;203.931;03/14/2019;12:32:00;Cash;194.22;4.761.904.762;9.711;7.3
585-11-6748;B;Mandalay;Member;Male;Sports and travel;96.8;3;14.52;304.92;03/15/2019;13:05:00;Cash;290.4;4.761.904.762;14.52;5.3
364-33-8584;B;Mandalay;Member;Female;Food and beverages;17.63;5;44.075;925.575;03/08/2019;15:27:00;Cash;88.15;4.761.904.762;44.075;8.5
642-61-4706;B;Mandalay;Member;Male;Food and beverages;93.4;2;9.34;196.14;03/30/2019;16:34:00;Cash;186.8;4.761.904.762;9.34;5.5
186-79-9562;B;Mandalay;Normal;Male;Health and beauty;71.77;7;251.195;5.275.095;03/29/2019;14:06:00;Cash;502.39;4.761.904.762;251.195;8.9
711-31-1234;B;Mandalay;Normal;Female;Electronic accessories;95.64;4;19.128;401.688;03/16/2019;18:51:00;Cash;382.56;4.761.904.762;19.128;7.9
617-15-4209;C;Naypyitaw;Member;Male;Health and beauty;15.37;2;1.537;32.277;03/16/2019;19:47:00;Cash;30.74;4.761.904.762;1.537;7.2
360-39-5055;C;Naypyitaw;Member;Male;Sports and travel;48.91;5;122.275;2.567.775;03/09/2019;10:17:00;Cash;244.55;4.761.904.762;122.275;6.6
163-56-7055;C;Naypyitaw;Member;Male;Fashion accessories;48.71;1;24.355;511.455;03/26/2019;19:20:00;Cash;48.71;4.761.904.762;24.355;4.1
861-77-0145;C;Naypyitaw;Member;Male;Electronic accessories;81.97;10;40.985;860.685;03/03/2019;14:30:00;Cash;819.7;4.761.904.762;40.985;9.2
848-24-9445;C;Naypyitaw;Member;Male;Health and beauty;43.7;2;4.37;91.77;03/26/2019;18:03:00;Cash;87.4;4.761.904.762;4.37;4.9
593-95-4461;C;Naypyitaw;Member;Male;Home and lifestyle;74.86;1;3.743;78.603;03/24/2019;14:49:00;Cash;74.86;4.761.904.762;3.743;6.9
719-76-3868;C;Naypyitaw;Member;Male;Food and beverages;94.26;4;18.852;395.892;03/12/2019;16:30:00;Cash;377.04;4.761.904.762;18.852;8.6
489-64-4354;C;Naypyitaw;Normal;Male;Fashion accessories;16.28;1;0.814;17.094;03/09/2019;15:36:00;Cash;16.28;4.761.904.762;0.814;5.0
778-89-7974;C;Naypyitaw;Normal;Male;Health and beauty;70.21;6;21.063;442.323;03/30/2019;14:58:00;Cash;421.26;4.761.904.762;21.063;7.4
733-29-1227;C;Naypyitaw;Normal;Male;Home and lifestyle;55.61;7;194.635;4.087.335;03/23/2019;12:41:00;Cash;389.27;4.761.904.762;194.635;8.5
538-22-0304;C;Naypyitaw;Normal;Male;Electronic accessories;64.95;10;32.475;681.975;03/24/2019;18:27:00;Cash;649.5;4.761.904.762;32.475;5.2
702-83-5291;C;Naypyitaw;Member;Male;Fashion accessories;99.82;9;44.919;943.299;03/27/2019;10:43:00;Cash;898.38;4.761.904.762;44.919;6.6
364-34-2972;C;Naypyitaw;Member;Male;Electronic accessories;96.82;3;14.523;304.983;03/30/2019;20:37:00;Cash;290.46;4.761.904.762;14.523;6.7
228-96-1411;C;Naypyitaw;Member;Female;Food and beverages;98.7;8;39.48;829.08;03/04/2019;20:39:00;Cash;789.6;4.761.904.762;39.48;7.6
588-01-7461;C;Naypyitaw;Normal;Female;Food and beverages;33.98;9;15.291;321.111;03/24/2019;10:43:00;Cash;305.82;4.761.904.762;15.291;4.2
211-05-0490;C;Naypyitaw;Member;Female;Electronic accessories;51.92;5;12.98;272.58;03/03/2019;13:42:00;Cash;259.6;4.761.904.762;12.98;7.5
122-61-9553;C;Naypyitaw;Normal;Female;Electronic accessories;51.32;9;23.094;484.974;03/14/2019;19:33:00;Cash;461.88;4.761.904.762;23.094;5.6
320-32-8842;C;Naypyitaw;Member;Female;Food and beverages;22.62;1;1.131;23.751;03/17/2019;18:58:00;Cash;22.62;4.761.904.762;1.131;6.4
277-35-5865;C;Naypyitaw;Member;Female;Food and beverages;98.97;9;445.365;9.352.665;03/09/2019;11:23:00;Cash;890.73;4.761.904.762;445.365;6.7
468-99-7231;C;Naypyitaw;Normal;Female;Home and lifestyle;44.01;8;17.604;369.684;03/03/2019;17:36:00;Cash;352.08;4.761.904.762;17.604;8.8
273-16-6619;B;Mandalay;Normal;Male;Home and lifestyle;33.2;2;3.32;69.72;03/15/2019;12:20:00;Credit card;66.4;4.761.904.762;3.32;4.4
219-22-9386;B;Mandalay;Member;Male;Sports and travel;99.96;9;44.982;944.622;03/09/2019;17:26:00;Credit card;899.64;4.761.904.762;44.982;4.2
608-96-3517;B;Mandalay;Member;Female;Fashion accessories;91.54;4;18.308;384.468;03/23/2019;19:20:00;Credit card;366.16;4.761.904.762;18.308;4.8
790-29-1172;B;Mandalay;Normal;Female;Food and beverages;57.34;3;8.601;180.621;03/10/2019;18:59:00;Credit card;172.02;4.761.904.762;8.601;7.9
573-10-3877;B;Mandalay;Member;Male;Health and beauty;39.01;1;19.505;409.605;03/12/2019;16:46:00;Credit card;39.01;4.761.904.762;19.505;4.7
596-42-3999;B;Mandalay;Normal;Male;Food and beverages;18.22;7;6.377;133.917;03/10/2019;14:04:00;Credit card;127.54;4.761.904.762;6.377;6.6
301-81-8610;B;Mandalay;Member;Male;Fashion accessories;25.42;8;10.168;213.528;03/19/2019;19:42:00;Credit card;203.36;4.761.904.762;10.168;6.7
616-87-0016;B;Mandalay;Normal;Male;Fashion accessories;95.54;7;33.439;702.219;03/09/2019;14:36:00;Credit card;668.78;4.761.904.762;33.439;9.6
449-27-2918;B;Mandalay;Member;Female;Sports and travel;39.12;1;1.956;41.076;03/26/2019;11:02:00;Credit card;39.12;4.761.904.762;1.956;9.6
734-91-1155;B;Mandalay;Normal;Female;Electronic accessories;45.71;3;68.565;1.439.865;03/26/2019;10:34:00;Credit card;137.13;4.761.904.762;68.565;7.7
182-88-2763;B;Mandalay;Member;Male;Food and beverages;79.91;3;119.865;2.517.165;03/20/2019;19:28:00;Credit card;239.73;4.761.904.762;119.865;5.0
176-64-7711;B;Mandalay;Normal;Male;Food and beverages;32.32;3;4.848;101.808;03/27/2019;19:11:00;Credit card;96.96;4.761.904.762;4.848;4.3
174-64-0215;B;Mandalay;Normal;Male;Sports and travel;69.74;10;34.87;732.27;03/05/2019;17:49:00;Credit card;697.4;4.761.904.762;34.87;8.9
359-94-5395;B;Mandalay;Normal;Male;Health and beauty;92.78;1;4.639;97.419;03/15/2019;10:50:00;Credit card;92.78;4.761.904.762;4.639;9.8
361-59-0574;B;Mandalay;Member;Male;Sports and travel;90.53;8;36.212;760.452;03/15/2019;14:48:00;Credit card;724.24;4.761.904.762;36.212;6.5
313-66-9943;B;Mandalay;Member;Female;Food and beverages;29.15;3;43.725;918.225;03/27/2019;20:29:00;Credit card;87.45;4.761.904.762;43.725;7.3
214-30-2776;B;Mandalay;Member;Female;Electronic accessories;34.49;5;86.225;1.810.725;03/11/2019;19:44:00;Credit card;172.45;4.761.904.762;86.225;9.0
156-20-0370;B;Mandalay;Normal;Female;Electronic accessories;25.45;1;12.725;267.225;03/10/2019;18:10:00;Credit card;25.45;4.761.904.762;12.725;5.1
656-95-9349;A;Yangon;Member;Female;Health and beauty;68.93;7;241.255;5.066.355;03/11/2019;11:03:00;Credit card;482.51;4.761.904.762;241.255;4.6
189-17-4241;A;Yangon;Normal;Female;Fashion accessories;87.67;2;8.767;184.107;03/10/2019;12:17:00;Credit card;175.34;4.761.904.762;8.767;7.7
199-75-8169;A;Yangon;Member;Male;Sports and travel;15.81;10;7.905;166.005;03/06/2019;12:27:00;Credit card;158.1;4.761.904.762;7.905;8.6
668-90-8900;A;Yangon;Normal;Female;Home and lifestyle;93.69;7;327.915;6.886.215;03/10/2019;18:44:00;Credit card;655.83;4.761.904.762;327.915;4.5
101-17-6199;A;Yangon;Normal;Male;Food and beverages;45.79;7;160.265;3.365.565;03/13/2019;19:44:00;Credit card;320.53;4.761.904.762;160.265;7.0
586-25-0848;A;Yangon;Normal;Female;Sports and travel;12.34;7;4.319;90.699;03/04/2019;11:19:00;Credit card;86.38;4.761.904.762;4.319;6.7
802-43-8934;A;Yangon;Normal;Male;Home and lifestyle;18.28;1;0.914;19.194;03/22/2019;15:05:00;Credit card;18.28;4.761.904.762;0.914;8.3
253-12-6086;A;Yangon;Member;Female;Sports and travel;98.4;7;34.44;723.24;03/12/2019;12:43:00;Credit card;688.8;4.761.904.762;34.44;8.7
439-54-7422;A;Yangon;Normal;Female;Electronic accessories;51.19;4;10.238;214.998;03/18/2019;17:15:00;Credit card;204.76;4.761.904.762;10.238;4.7
527-09-6272;A;Yangon;Member;Female;Electronic accessories;28.45;5;71.125;1.493.625;03/21/2019;10:17:00;Credit card;142.25;4.761.904.762;71.125;9.1
308-47-4913;A;Yangon;Member;Female;Sports and travel;52.26;10;26.13;548.73;03/09/2019;12:45:00;Credit card;522.6;4.761.904.762;26.13;6.2
470-32-9057;A;Yangon;Member;Male;Food and beverages;51.34;5;12.835;269.535;03/28/2019;15:31:00;Credit card;256.7;4.761.904.762;12.835;9.1
510-09-5628;A;Yangon;Member;Female;Fashion accessories;19.66;10;9.83;206.43;03/15/2019;18:20:00;Credit card;196.6;4.761.904.762;9.83;7.2
127-47-6963;A;Yangon;Normal;Male;Health and beauty;51.71;4;10.342;217.182;03/09/2019;13:53:00;Credit card;206.84;4.761.904.762;10.342;9.8
610-46-4100;A;Yangon;Normal;Male;Health and beauty;28.95;7;101.325;2.127.825;03/03/2019;20:31:00;Credit card;202.65;4.761.904.762;101.325;6.0
811-03-8790;A;Yangon;Normal;Female;Electronic accessories;45.48;10;22.74;477.54;03/01/2019;10:22:00;Credit card;454.8;4.761.904.762;22.74;4.8
652-43-6591;A;Yangon;Normal;Female;Fashion accessories;97.29;8;38.916;817.236;03/09/2019;13:18:00;Credit card;778.32;4.761.904.762;38.916;6.2
760-53-9233;A;Yangon;Member;Male;Fashion accessories;41.28;3;6.192;130.032;03/26/2019;18:37:00;Credit card;123.84;4.761.904.762;6.192;8.5
737-88-5876;A;Yangon;Member;Male;Home and lifestyle;23.29;4;4.658;97.818;03/19/2019;11:52:00;Credit card;93.16;4.761.904.762;4.658;5.9
595-94-9924;A;Yangon;Member;Female;Health and beauty;27.73;5;69.325;1.455.825;03/26/2019;20:21:00;Credit card;138.65;4.761.904.762;69.325;4.2
886-18-2897;A;Yangon;Normal;Female;Food and beverages;56.56;5;14.14;296.94;03/22/2019;19:06:00;Credit card;282.8;4.761.904.762;14.14;4.5
336-78-2147;C;Naypyitaw;Member;Male;Home and lifestyle;63.91;8;25.564;536.844;03/13/2019;19:52:00;Credit card;511.28;4.761.904.762;25.564;4.6
568-90-5112;C;Naypyitaw;Normal;Male;Health and beauty;66.14;4;13.228;277.788;03/19/2019;12:46:00;Credit card;264.56;4.761.904.762;13.228;5.6
699-01-4164;C;Naypyitaw;Normal;Male;Health and beauty;41.5;4;8.3;174.3;03/12/2019;19:58:00;Credit card;166.0;4.761.904.762;8.3;8.2
662-47-5456;C;Naypyitaw;Member;Male;Fashion accessories;35.19;10;17.595;369.495;03/17/2019;19:06:00;Credit card;351.9;4.761.904.762;17.595;8.4
808-65-0703;C;Naypyitaw;Normal;Male;Home and lifestyle;35.47;4;7.094;148.974;03/14/2019;17:22:00;Credit card;141.88;4.761.904.762;7.094;6.9
704-20-4138;C;Naypyitaw;Member;Female;Health and beauty;29.67;7;103.845;2.180.745;03/11/2019;18:58:00;Credit card;207.69;4.761.904.762;103.845;8.1
632-90-0281;C;Naypyitaw;Normal;Female;Fashion accessories;37.55;10;18.775;394.275;03/08/2019;20:01:00;Credit card;375.5;4.761.904.762;18.775;9.3
651-61-0874;C;Naypyitaw;Normal;Male;Home and lifestyle;46.22;4;9.244;194.124;03/12/2019;20:04:00;Credit card;184.88;4.761.904.762;9.244;6.2
878-30-2331;C;Naypyitaw;Member;Female;Sports and travel;54.55;10;27.275;572.775;03/02/2019;11:22:00;Credit card;545.5;4.761.904.762;27.275;7.1
399-69-4630;C;Naypyitaw;Normal;Male;Electronic accessories;22.21;6;6.663;139.923;03/07/2019;10:23:00;Credit card;133.26;4.761.904.762;6.663;8.6
544-32-5024;C;Naypyitaw;Member;Female;Food and beverages;49.79;4;9.958;209.118;03/28/2019;19:16:00;Credit card;199.16;4.761.904.762;9.958;6.4
607-65-2441;C;Naypyitaw;Member;Male;Health and beauty;81.95;10;40.975;860.475;03/10/2019;12:39:00;Credit card;819.5;4.761.904.762;40.975;6.0
