Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
565-17-3836;A;Yangon;Member;Female;Health and beauty;47.67;4;9.534;200.214;03/12/2019;14:21:00;Cash;190.68;4.761904762;9.534;9.1
848-42-2560;A;Yangon;Normal;Female;Fashion accessories;81.91;2;8.191;172.011;03/05/2019;17:43:00;Cash;163.82;4.761904762;8.191;7.8
563-91-7120;A;Yangon;Normal;Female;Fashion accessories;61.77;5;15.4425;324.2925;03/08/2019;13:21:00;Cash;308.85;4.761904762;15.4425;6.7
340-66-0321;A;Yangon;Member;Male;Electronic accessories;36.36;4;7.272;152.712;03/25/2019;13:07:00;Cash;145.44;4.761904762;7.272;7.6
468-88-0009;A;Yangon;Member;Male;Home and lifestyle;65.94;4;13.188;276.948;03/24/2019;10:29:00;Cash;263.76;4.761904762;13.188;6.0
189-52-0236;A;Yangon;Normal;Male;Electronic accessories;99.55;7;34.8425;731.6925;03/14/2019;12:07:00;Cash;696.85;4.761904762;34.8425;7.6
797-88-0493;A;Yangon;Normal;Female;Health and beauty;64.27;4;12.854;269.934;03/26/2019;13:54:00;Cash;257.08;4.761904762;12.854;7.7
227-50-3718;A;Yangon;Normal;Male;Health and beauty;14.62;5;3.655;76.755;03/04/2019;12:23:00;Cash;73.1;4.761904762;3.655;4.4
689-05-1884;A;Yangon;Member;Male;Health and beauty;48.63;10;24.315;510.615;03/04/2019;12:44:00;Cash;486.3;4.761904762;24.315;8.8
759-29-9521;A;Yangon;Member;Female;Fashion accessories;48.96;9;22.032;462.672;03/04/2019;11:27:00;Cash;440.64;4.761904762;22.032;8.0
674-56-6360;A;Yangon;Normal;Male;Electronic accessories;95.15;1;4.7575;99.9075;03/22/2019;14:00:00;Cash;95.15;4.761904762;4.7575;6.0
807-34-3742;A;Yangon;Normal;Male;Fashion accessories;52.38;1;2.619;54.999;03/26/2019;19:44:00;Cash;52.38;4.761904762;2.619;5.8
548-48-3156;A;Yangon;Member;Female;Food and beverages;83.34;2;8.334;175.014;03/19/2019;13:37:00;Cash;166.68;4.761904762;8.334;7.6
361-85-2571;A;Yangon;Normal;Female;Sports and travel;89.48;5;22.37;469.77;03/30/2019;10:18:00;Cash;447.4;4.761904762;22.37;7.4
605-03-2706;A;Yangon;Normal;Female;Health and beauty;15.8;3;2.37;49.77;03/25/2019;18:02:00;Cash;47.4;4.761904762;2.37;9.5
529-56-3974;B;Mandalay;Member;Male;Electronic accessories;25.51;4;5.102;107.142;03/09/2019;17:03:00;Cash;102.04;4.761904762;5.102;6.8
132-32-9879;B;Mandalay;Member;Female;Electronic accessories;93.96;4;18.792;394.632;03/09/2019;18:00:00;Cash;375.84;4.761904762;18.792;9.5
716-39-1409;B;Mandalay;Normal;Male;Health and beauty;30.35;7;10.6225;223.0725;03/19/2019;18:19:00;Cash;212.45;4.761904762;10.6225;8.0
891-58-8335;B;Mandalay;Member;Female;Sports and travel;29.61;7;10.3635;217.6335;03/11/2019;15:53:00;Cash;207.27;4.761904762;10.3635;6.5
346-84-3103;B;Mandalay;Member;Female;Electronic accessories;13.22;5;3.305;69.405;03/02/2019;19:26:00;Cash;66.1;4.761904762;3.305;4.3
565-67-6697;B;Mandalay;Member;Male;Home and lifestyle;27.0;9;12.15;255.15;03/02/2019;14:16:00;Cash;243.0;4.761904762;12.15;4.8
760-54-1821;B;Mandalay;Normal;Male;Home and lifestyle;13.59;9;6.1155;128.4255;03/15/2019;10:26:00;Cash;122.31;4.761904762;6.1155;5.8
554-53-3790;B;Mandalay;Normal;Male;Sports and travel;37.02;6;11.106;233.226;03/22/2019;18:33:00;Cash;222.12;4.761904762;11.106;4.5
632-32-4574;B;Mandalay;Normal;Male;Sports and travel;75.92;8;30.368;637.728;03/20/2019;14:14:00;Cash;607.36;4.761904762;30.368;5.5
291-21-5991;B;Mandalay;Member;Male;Health and beauty;61.29;5;15.3225;321.7725;03/29/2019;14:28:00;Cash;306.45;4.761904762;15.3225;7.0
514-37-2845;B;Mandalay;Normal;Male;Fashion accessories;99.25;2;9.925;208.425;03/20/2019;13:02:00;Cash;198.5;4.761904762;9.925;9.0
628-90-8624;B;Mandalay;Member;Male;Health and beauty;82.58;10;41.29;867.09;03/14/2019;14:41:00;Cash;825.8;4.761904762;41.29;5.0
574-31-8277;B;Mandalay;Member;Male;Fashion accessories;33.63;1;1.6815;35.3115;03/20/2019;19:55:00;Cash;33.63;4.761904762;1.6815;5.6
640-48-5028;B;Mandalay;Member;Female;Home and lifestyle;88.39;9;39.7755;835.2855;03/02/2019;12:40:00;Cash;795.51;4.761904762;39.7755;6.3
299-29-0180;B;Mandalay;Member;Female;Home and lifestyle;52.18;7;18.263;383.523;03/09/2019;10:54:00;Cash;365.26;4.761904762;18.263;9.3
715-20-1673;B;Mandalay;Normal;Male;Electronic accessories;28.38;5;7.095;148.995;03/06/2019;20:57:00;Cash;141.9;4.761904762;7.095;9.4
120-06-4233;C;Naypyitaw;Normal;Male;Electronic accessories;30.61;6;9.183;192.843;03/12/2019;20:36:00;Cash;183.66;4.761904762;9.183;9.3
362-58-8315;C;Naypyitaw;Normal;Male;Fashion accessories;76.52;5;19.13;401.73;03/25/2019;10:23:00;Cash;382.6;4.761904762;19.13;9.9
189-98-2939;C;Naypyitaw;Normal;Male;Fashion accessories;78.55;9;35.3475;742.2975;03/01/2019;13:22:00;Cash;706.95;4.761904762;35.3475;7.2
733-33-4967;C;Naypyitaw;Normal;Male;Electronic accessories;20.85;8;8.34;175.14;03/03/2019;19:17:00;Cash;166.8;4.761904762;8.34;6.3
537-72-0426;C;Naypyitaw;Member;Male;Fashion accessories;70.99;10;35.495;745.395;03/20/2019;16:28:00;Cash;709.9;4.761904762;35.495;5.7
727-75-6477;C;Naypyitaw;Normal;Male;Electronic accessories;28.84;4;5.768;121.128;03/29/2019;14:44:00;Cash;115.36;4.761904762;5.768;6.4
689-16-9784;C;Naypyitaw;Normal;Male;Food and beverages;46.77;6;14.031;294.651;03/11/2019;13:37:00;Cash;280.62;4.761904762;14.031;6.0
379-17-6588;C;Naypyitaw;Normal;Male;Fashion accessories;59.61;10;29.805;625.905;03/14/2019;11:07:00;Cash;596.1;4.761904762;29.805;5.3
173-57-2300;C;Naypyitaw;Member;Male;Sports and travel;72.88;2;7.288;153.048;03/13/2019;12:51:00;Cash;145.76;4.761904762;7.288;6.1
102-06-2002;C;Naypyitaw;Member;Male;Sports and travel;25.25;5;6.3125;132.5625;03/20/2019;17:52:00;Cash;126.25;4.761904762;6.3125;6.1
725-54-0677;C;Naypyitaw;Member;Male;Health and beauty;85.6;7;29.96;629.16;03/02/2019;13:50:00;Cash;599.2;4.761904762;29.96;5.3
256-58-3609;C;Naypyitaw;Member;Male;Fashion accessories;91.98;1;4.599;96.579;03/18/2019;15:29:00;Cash;91.98;4.761904762;4.599;9.8
226-31-3081;C;Naypyitaw;Normal;Female;Electronic accessories;15.28;5;3.82;80.22;03/08/2019;10:29:00;Cash;76.4;4.761904762;3.82;9.6
841-35-6630;C;Naypyitaw;Normal;Female;Electronic accessories;75.91;6;22.773;478.233;03/09/2019;18:21:00;Cash;455.46;4.761904762;22.773;8.7
286-43-6208;C;Naypyitaw;Normal;Female;Food and beverages;87.8;9;39.51;829.71;03/16/2019;19:08:00;Cash;790.2;4.761904762;39.51;9.2
320-49-6392;C;Naypyitaw;Normal;Female;Electronic accessories;30.24;1;1.512;31.752;03/04/2019;15:44:00;Cash;30.24;4.761904762;1.512;8.4
462-78-5240;C;Naypyitaw;Normal;Female;Electronic accessories;26.61;2;2.661;55.881;03/19/2019;14:35:00;Cash;53.22;4.761904762;2.661;4.2
451-28-5717;C;Naypyitaw;Member;Female;Home and lifestyle;83.17;6;24.951;523.971;03/20/2019;11:23:00;Cash;499.02;4.761904762;24.951;7.3
318-81-2368;C;Naypyitaw;Normal;Female;Electronic accessories;46.2;1;2.31;48.51;03/19/2019;12:16:00;Cash;46.2;4.761904762;2.31;6.3
118-62-1812;C;Naypyitaw;Member;Female;Home and lifestyle;78.38;4;15.676;329.196;03/24/2019;17:56:00;Cash;313.52;4.761904762;15.676;7.9
152-08-9985;B;Mandalay;Member;Male;Health and beauty;64.36;9;28.962;608.202;03/12/2019;12:09:00;Credit card;579.24;4.761904762;28.962;8.6
262-47-2794;B;Mandalay;Member;Male;Home and lifestyle;71.86;8;28.744;603.624;03/06/2019;15:07:00;Credit card;574.88;4.761904762;28.744;6.2
817-69-8206;B;Mandalay;Normal;Female;Electronic accessories;99.73;9;44.8785;942.4485;03/02/2019;19:42:00;Credit card;897.57;4.761904762;44.8785;6.5
545-46-3100;B;Mandalay;Member;Female;Electronic accessories;10.59;3;1.5885;33.3585;03/12/2019;13:52:00;Credit card;31.77;4.761904762;1.5885;8.7
115-99-4379;B;Mandalay;Member;Female;Fashion accessories;54.73;7;19.1555;402.2655;03/14/2019;19:02:00;Credit card;383.11;4.761904762;19.1555;8.5
793-10-3222;B;Mandalay;Member;Female;Health and beauty;41.06;6;12.318;258.678;03/05/2019;13:30:00;Credit card;246.36;4.761904762;12.318;8.3
650-98-6268;B;Mandalay;Member;Female;Food and beverages;20.87;3;3.1305;65.7405;03/20/2019;13:53:00;Credit card;62.61;4.761904762;3.1305;8.0
394-30-3170;B;Mandalay;Member;Female;Sports and travel;88.43;8;35.372;742.812;03/22/2019;19:35:00;Credit card;707.44;4.761904762;35.372;4.3
234-03-4040;B;Mandalay;Member;Female;Food and beverages;73.05;10;36.525;767.025;03/03/2019;12:25:00;Credit card;730.5;4.761904762;36.525;8.7
470-31-3286;B;Mandalay;Normal;Male;Health and beauty;14.82;3;2.223;46.683;03/01/2019;11:30:00;Credit card;44.46;4.761904762;2.223;8.7
725-67-2480;B;Mandalay;Member;Female;Fashion accessories;58.75;6;17.625;370.125;03/24/2019;18:14:00;Credit card;352.5;4.761904762;17.625;5.9
776-68-1096;B;Mandalay;Normal;Male;Home and lifestyle;44.12;3;6.618;138.978;03/18/2019;13:45:00;Credit card;132.36;4.761904762;6.618;7.9
487-79-6868;B;Mandalay;Member;Female;Home and lifestyle;12.29;9;5.5305;116.1405;03/26/2019;19:28:00;Credit card;110.61;4.761904762;5.5305;8.0
152-03-4217;B;Mandalay;Normal;Female;Home and lifestyle;11.28;9;5.076;106.596;03/17/2019;11:55:00;Credit card;101.52;4.761904762;5.076;4.3
851-98-3555;B;Mandalay;Normal;Female;Health and beauty;82.88;5;20.72;435.12;03/24/2019;14:08:00;Credit card;414.4;4.761904762;20.72;6.6
172-42-8274;B;Mandalay;Normal;Female;Electronic accessories;38.27;2;3.827;80.367;03/02/2019;18:18:00;Credit card;76.54;4.761904762;3.827;5.8
883-69-1285;B;Mandalay;Member;Male;Fashion accessories;49.92;2;4.992;104.832;03/06/2019;11:55:00;Credit card;99.84;4.761904762;4.992;7.0
631-41-3108;A;Yangon;Normal;Male;Home and lifestyle;46.33;7;16.2155;340.5255;03/03/2019;13:23:00;Credit card;324.31;4.761904762;16.2155;7.4
227-03-5010;A;Yangon;Member;Female;Home and lifestyle;52.59;8;21.036;441.756;03/22/2019;19:20:00;Credit card;420.72;4.761904762;21.036;8.5
595-11-5460;A;Yangon;Normal;Male;Health and beauty;96.58;2;9.658;202.818;03/15/2019;10:12:00;Credit card;193.16;4.761904762;9.658;5.1
633-44-8566;A;Yangon;Member;Male;Food and beverages;49.38;7;17.283;362.943;03/27/2019;20:35:00;Credit card;345.66;4.761904762;17.283;7.3
238-49-0436;A;Yangon;Normal;Male;Health and beauty;32.46;8;12.984;272.664;03/27/2019;13:48:00;Credit card;259.68;4.761904762;12.984;4.9
175-54-2529;A;Yangon;Member;Male;Food and beverages;22.17;8;8.868;186.228;03/03/2019;17:01:00;Credit card;177.36;4.761904762;8.868;9.6
831-07-6050;A;Yangon;Normal;Male;Electronic accessories;32.71;5;8.1775;171.7275;03/19/2019;11:30:00;Credit card;163.55;4.761904762;8.1775;9.9
448-81-5016;A;Yangon;Normal;Male;Health and beauty;59.77;2;5.977;125.517;03/11/2019;12:01:00;Credit card;119.54;4.761904762;5.977;5.8
828-61-5674;A;Yangon;Member;Male;Sports and travel;44.02;10;22.01;462.21;03/20/2019;19:57:00;Credit card;440.2;4.761904762;22.01;9.6
442-48-3607;A;Yangon;Member;Male;Food and beverages;23.48;2;2.348;49.308;03/14/2019;11:21:00;Credit card;46.96;4.761904762;2.348;7.9
254-31-0042;A;Yangon;Member;Male;Electronic accessories;21.5;9;9.675;203.175;03/06/2019;12:46:00;Credit card;193.5;4.761904762;9.675;7.8
345-08-4992;A;Yangon;Normal;Male;Home and lifestyle;33.99;6;10.197;214.137;03/08/2019;15:37:00;Credit card;203.94;4.761904762;10.197;7.7
485-30-8700;A;Yangon;Normal;Female;Sports and travel;33.26;5;8.315;174.615;03/18/2019;16:10:00;Credit card;166.3;4.761904762;8.315;4.2
550-84-8664;A;Yangon;Normal;Male;Sports and travel;85.91;5;21.4775;451.0275;03/22/2019;14:33:00;Credit card;429.55;4.761904762;21.4775;8.6
420-97-3340;A;Yangon;Normal;Female;Food and beverages;71.68;3;10.752;225.792;03/28/2019;15:30:00;Credit card;215.04;4.761904762;10.752;9.2
169-52-4504;A;Yangon;Normal;Female;Electronic accessories;15.69;3;2.3535;49.4235;03/14/2019;14:13:00;Credit card;47.07;4.761904762;2.3535;5.8
247-11-2470;A;Yangon;Member;Female;Fashion accessories;22.32;4;4.464;93.744;03/01/2019;16:23:00;Credit card;89.28;4.761904762;4.464;4.4
651-96-5970;A;Yangon;Normal;Male;Fashion accessories;46.41;1;2.3205;48.7305;03/03/2019;20:06:00;Credit card;46.41;4.761904762;2.3205;4.0
860-73-6466;A;Yangon;Member;Female;Sports and travel;39.47;2;3.947;82.887;03/02/2019;16:16:00;Credit card;78.94;4.761904762;3.947;5.0
448-61-3783;A;Yangon;Normal;Female;Electronic accessories;90.02;8;36.008;756.168;03/21/2019;16:08:00;Credit card;720.16;4.761904762;36.008;4.5
593-08-5916;A;Yangon;Normal;Female;Fashion accessories;15.5;1;0.775;16.275;03/19/2019;15:23:00;Credit card;15.5;4.761904762;0.775;7.4
225-98-1496;C;Naypyitaw;Normal;Female;Fashion accessories;27.02;3;4.053;85.113;03/02/2019;13:01:00;Credit card;81.06;4.761904762;4.053;7.1
458-41-1477;C;Naypyitaw;Normal;Female;Health and beauty;46.26;6;13.878;291.438;03/08/2019;17:11:00;Credit card;277.56;4.761904762;13.878;9.5
584-86-7256;C;Naypyitaw;Member;Male;Sports and travel;34.56;7;12.096;254.016;03/11/2019;16:07:00;Credit card;241.92;4.761904762;12.096;7.3
755-12-3214;C;Naypyitaw;Member;Female;Fashion accessories;44.22;5;11.055;232.155;03/05/2019;17:07:00;Credit card;221.1;4.761904762;11.055;8.6
883-17-4236;C;Naypyitaw;Normal;Female;Sports and travel;14.39;2;1.439;30.219;03/02/2019;19:44:00;Credit card;28.78;4.761904762;1.439;7.2
523-38-0215;C;Naypyitaw;Normal;Male;Home and lifestyle;37.0;1;1.85;38.85;03/06/2019;13:29:00;Credit card;37.0;4.761904762;1.85;7.9
633-09-3463;C;Naypyitaw;Normal;Female;Electronic accessories;47.65;3;7.1475;150.0975;03/28/2019;12:58:00;Credit card;142.95;4.761904762;7.1475;9.5
110-05-6330;C;Naypyitaw;Normal;Female;Food and beverages;39.43;6;11.829;248.409;03/25/2019;20:18:00;Credit card;236.58;4.761904762;11.829;9.4
453-12-7053;C;Naypyitaw;Normal;Male;Fashion accessories;45.74;3;6.861;144.081;03/10/2019;17:38:00;Credit card;137.22;4.761904762;6.861;6.5
148-82-2527;C;Naypyitaw;Member;Female;Home and lifestyle;12.12;10;6.06;127.26;03/05/2019;13:44:00;Credit card;121.2;4.761904762;6.06;8.4
302-15-2162;C;Naypyitaw;Member;Male;Health and beauty;46.53;6;13.959;293.139;03/03/2019;10:54:00;Credit card;279.18;4.761904762;13.959;4.3
131-15-8856;C;Naypyitaw;Member;Female;Food and beverages;72.52;8;29.008;609.168;03/30/2019;19:26:00;Credit card;580.16;4.761904762;29.008;4.0
386-27-7606;C;Naypyitaw;Member;Female;Home and lifestyle;81.2;7;28.42;596.82;03/23/2019;15:59:00;Credit card;568.4;4.761904762;28.42;8.1
115-38-7388;C;Naypyitaw;Member;Female;Fashion accessories;10.18;8;4.072;85.512;03/30/2019;12:51:00;Credit card;81.44;4.761904762;4.072;9.5
722-13-2115;C;Naypyitaw;Member;Male;Sports and travel;42.85;1;2.1425;44.9925;03/14/2019;15:36:00;Credit card;42.85;4.761904762;2.1425;9.3
